MmbCode,Cluster,AnniPresenza,GareMedie,EtaUltima,AnniDaChurn
BNL446 ,0,3,9.333333333333334,24.0,1
BNL451 ,1,1,1.0,75.0,3
BNL453 ,1,1,8.0,93.0,3
BNL456 ,1,1,6.0,76.0,2
BNL466 ,4,1,2.0,18.0,1
BNL469 ,4,1,1.0,16.0,1
BNM001 ,0,7,45.714285714285715,77.0,2
BNM007 ,1,2,2.0,81.0,6
BNM019 ,1,4,21.5,93.0,5
BNM047 ,0,5,8.8,72.0,2
BNM049 ,4,2,1.0,17.0,7
BNM051 ,1,1,6.0,69.0,7
BNN009 ,1,2,1.5,86.0,7
BNN025 ,1,4,20.75,80.0,5
BNN028 ,3,3,85.33333333333333,69.0,6
BNN037 ,0,5,53.4,79.0,1
BNN039 ,3,4,191.25,85.0,5
BNN042 ,1,1,1.0,92.0,3
BNN056 ,0,7,5.857142857142857,89.0,2
BNN057 ,1,1,1.0,86.0,8
BNN072 ,1,3,6.0,95.0,6
BNN073 ,1,1,8.0,95.0,8
BNN081 ,1,3,5.666666666666667,76.0,6
BNN088 ,1,2,4.0,79.0,3
BNN113 ,1,1,2.0,82.0,6
BNN118 ,1,1,1.0,72.0,7
BNN119 ,1,1,2.0,77.0,7
BNN122 ,1,1,1.0,87.0,7
BNN123 ,1,1,5.0,79.0,7
BNN128 ,4,1,2.0,17.0,6
BNN147 ,1,2,5.5,83.0,6
BNN151 ,1,1,7.0,78.0,6
BNN155 ,1,2,8.5,89.0,7
BNN176 ,3,4,102.25,81.0,5
BNN182 ,0,4,15.0,92.0,3
BNN189 ,1,1,16.0,86.0,8
BNN212 ,1,4,24.0,79.0,5
BNN221 ,1,2,21.0,87.0,7
BNN229 ,1,3,3.6666666666666665,78.0,4
BNN237 ,0,6,3.1666666666666665,81.0,1
BNN240 ,1,4,12.25,88.0,5
BNN254 ,1,4,22.75,81.0,5
BNN267 ,1,2,23.5,79.0,7
BNN270 ,1,4,6.75,59.0,5
BNN275 ,0,3,5.333333333333333,59.0,4
BNN276 ,0,6,36.833333333333336,95.0,3
BNN299 ,0,6,31.166666666666668,63.0,3
BNN328 ,3,3,120.66666666666667,81.0,6
BNN332 ,1,3,16.333333333333332,79.0,2
BNN336 ,1,1,1.0,88.0,7
BNN350 ,1,3,2.3333333333333335,82.0,5
BNN372 ,0,8,28.875,75.0,1
BNN378 ,0,3,4.0,82.0,3
BNN380 ,1,4,13.75,82.0,3
BNN392 ,1,3,3.3333333333333335,74.0,3
BNN424 ,1,3,40.666666666666664,87.0,6
BNN429 ,1,3,6.0,75.0,6
BNN438 ,1,3,24.333333333333332,71.0,6
BNN460 ,1,1,1.0,68.0,7
BNN463 ,1,4,24.0,84.0,5
BNN464 ,0,5,22.0,69.0,4
BNN466 ,1,4,30.0,85.0,5
BNN477 ,1,3,9.333333333333334,65.0,2
BNN479 ,4,3,2.6666666666666665,26.0,6
BNN480 ,0,4,14.0,80.0,3
BNN483 ,1,2,6.0,65.0,7
BNN484 ,1,1,52.0,63.0,8
BNN489 ,4,2,1.0,20.0,7
BNN490 ,4,1,1.0,18.0,8
BNN491 ,4,2,1.0,17.0,7
BNN496 ,4,1,6.0,25.0,7
BNN497 ,4,1,3.0,26.0,7
BNN498 ,4,1,1.0,25.0,7
BNN499 ,4,1,1.0,17.0,7
BNN503 ,4,1,1.0,15.0,6
BNN505 ,1,1,1.0,58.0,6
BNN508 ,1,3,6.0,69.0,3
BNN520 ,0,4,52.5,49.0,1
BNN522 ,1,1,9.0,72.0,4
BNN532 ,4,1,2.0,16.0,1
BNP020 ,1,1,25.0,93.0,8
BNP022 ,1,1,13.0,101.0,8
BNP024 ,0,5,16.8,75.0,3
BNP030 ,0,5,25.0,83.0,4
BNP046 ,1,1,1.0,82.0,3
BNR001 ,1,3,70.66666666666667,94.0,6
BNR007 ,0,5,37.4,85.0,3
BNR010 ,1,2,4.0,84.0,5
BNR024 ,1,2,15.5,84.0,7
BNR028 ,1,4,39.0,93.0,5
BNR032 ,1,1,6.0,83.0,8
BNR034 ,1,1,4.0,87.0,7
BNR037 ,0,5,5.8,86.0,3
BNR046 ,1,4,78.0,82.0,5
BNR066 ,1,1,3.0,65.0,8
BNR074 ,4,2,27.0,39.0,7
BNR079 ,0,8,68.875,79.0,1
BNR087 ,1,1,1.0,67.0,5
BNR091 ,0,5,23.2,89.0,3
BNR092 ,1,2,1.5,79.0,1
BNR094 ,1,1,5.0,71.0,6
BNR096 ,1,2,4.5,74.0,5
BNR103 ,1,4,22.5,87.0,5
BNR105 ,1,1,1.0,82.0,6
BNR125 ,1,1,1.0,85.0,8
BNR127 ,1,3,8.0,82.0,5
BNR136 ,1,1,1.0,86.0,8
BNR156 ,1,3,15.0,87.0,2
BNR165 ,1,2,3.0,86.0,1
BNR166 ,0,5,87.0,65.0,4
BNR167 ,0,5,36.6,76.0,4
BNR178 ,0,6,45.0,72.0,3
BNR182 ,1,2,10.0,77.0,5
BNR184 ,1,1,5.0,60.0,8
BNR261 ,3,4,147.25,87.0,5
BNR278 ,1,1,4.0,72.0,5
BNR304 ,0,8,53.625,63.0,1
BNR334 ,1,3,4.333333333333333,98.0,6
BNR338 ,1,1,2.0,68.0,7
BNR342 ,1,2,27.5,91.0,7
BNR351 ,0,7,30.142857142857142,81.0,2
BNR362 ,1,4,44.0,87.0,5
BNR363 ,1,1,4.0,76.0,7
BNR364 ,1,1,1.0,56.0,7
BNR371 ,1,2,17.0,58.0,7
BNR374 ,4,1,1.0,19.0,8
BNR395 ,4,1,2.0,15.0,6
BNR399 ,4,1,2.0,17.0,6
BNR406 ,1,1,1.0,81.0,5
BNR413 ,0,3,2.3333333333333335,72.0,1
BNR414 ,0,3,6.0,69.0,1
BNR421 ,4,1,1.0,18.0,1
BNS002 ,1,1,1.0,91.0,7
BNS013 ,1,3,5.333333333333333,84.0,6
BNS019 ,1,1,22.0,91.0,8
BNS025 ,1,1,2.0,85.0,7
BNS027 ,1,2,7.5,78.0,4
BNS028 ,1,5,17.0,84.0,4
BNS038 ,1,2,30.0,65.0,7
BNS049 ,1,2,10.5,86.0,6
BNS055 ,0,5,8.4,80.0,2
BNS058 ,1,1,3.0,92.0,8
BNS062 ,0,5,52.0,81.0,3
BNS074 ,1,2,5.5,81.0,6
BNS092 ,0,6,14.833333333333334,79.0,3
BNS098 ,1,1,1.0,84.0,7
BNS099 ,0,7,12.428571428571429,94.0,2
BNS105 ,1,3,10.333333333333334,79.0,4
BNS107 ,4,1,1.0,18.0,8
BNS114 ,4,1,2.0,16.0,6
BNS116 ,4,1,2.0,30.0,6
BNS124 ,4,1,1.0,20.0,1
BNT014 ,1,4,42.25,76.0,5
BNT022 ,1,3,33.0,87.0,6
BNT030 ,0,8,65.0,64.0,1
BNT045 ,1,3,18.0,75.0,6
BNT047 ,1,4,27.25,90.0,5
BNT049 ,1,2,1.5,89.0,6
BNT051 ,1,1,2.0,86.0,8
BNT052 ,0,8,9.875,83.0,1
BNT065 ,0,4,79.75,82.0,5
BNT067 ,1,1,1.0,97.0,8
BNT068 ,1,3,11.333333333333334,92.0,6
BNT080 ,1,1,1.0,69.0,8
BNT081 ,4,1,6.0,48.0,6
BNT094 ,1,1,1.0,75.0,5
BNT099 ,1,4,11.5,85.0,5
BNT107 ,0,6,8.0,79.0,1
BNT111 ,0,6,44.833333333333336,91.0,3
BNT123 ,4,2,2.0,29.0,5
BNT132 ,3,4,119.0,91.0,5
BNT151 ,1,3,12.666666666666666,85.0,6
BNT153 ,1,1,4.0,75.0,1
BNT165 ,1,3,41.333333333333336,89.0,6
BNT173 ,1,4,10.75,81.0,5
BNT175 ,1,3,24.333333333333332,72.0,6
BNT176 ,0,5,76.4,67.0,4
BNT178 ,1,3,53.333333333333336,69.0,6
BNT181 ,0,5,14.2,64.0,3
BNT186 ,4,1,1.0,26.0,7
BNT189 ,4,1,2.0,26.0,6
BNT190 ,4,1,1.0,17.0,6
BNT196 ,1,1,1.0,79.0,3
BNV002 ,1,2,28.5,87.0,7
BNV007 ,1,2,1.5,83.0,7
BNV011 ,1,4,9.0,88.0,3
BNV024 ,1,1,6.0,77.0,3
BNV031 ,1,2,17.0,67.0,7
BNY007 ,1,2,10.0,94.0,7
BNY012 ,4,1,2.0,17.0,6
BNZ001 ,1,2,4.5,85.0,7
BNZ021 ,4,1,1.0,28.0,6
BNZ025 ,0,8,37.5,86.0,1
BNZ037 ,1,4,22.0,96.0,5
BNZ041 ,1,1,5.0,64.0,7
BNZ042 ,1,1,6.0,66.0,1
BNZ048 ,1,3,16.0,84.0,4
BNZ077 ,1,2,8.5,65.0,7
BNZ084 ,0,8,80.625,75.0,1
BNZ090 ,0,5,40.8,85.0,4
BNZ096 ,0,4,42.75,75.0,5
BNZ099 ,0,4,90.25,72.0,5
BNZ107 ,1,1,1.0,72.0,8
BNZ112 ,4,1,2.0,18.0,7
BQN001 ,1,2,1.5,82.0,3
BQT001 ,0,7,37.142857142857146,70.0,1
BRB004 ,1,2,2.0,81.0,4
BRB010 ,1,4,6.25,84.0,5
BRB013 ,1,3,10.0,73.0,4
BRB014 ,1,5,30.4,69.0,4
BRB020 ,0,4,13.25,74.0,1
BRB021 ,1,1,3.0,91.0,6
BRB057 ,0,6,43.5,95.0,3
BRB079 ,1,3,43.0,69.0,6
BRC009 ,0,6,15.5,80.0,3
BRC022 ,3,4,124.25,84.0,5
BRC030 ,0,8,47.125,78.0,1
BRC037 ,0,4,57.25,72.0,5
BRC043 ,1,4,12.25,97.0,5
BRC059 ,0,6,50.833333333333336,80.0,3
BRC063 ,1,1,2.0,67.0,8
BRC065 ,0,5,15.4,75.0,2
BRC070 ,1,2,28.5,96.0,6
BRC078 ,0,5,40.2,79.0,4
BRC092 ,0,4,37.75,59.0,4
BRC096 ,0,7,28.142857142857142,78.0,2
BRC103 ,3,6,28.166666666666668,82.0,3
BRC118 ,1,2,7.0,79.0,3
BRC124 ,4,2,3.0,43.0,7
BRC127 ,1,2,9.0,66.0,1
BRC128 ,0,7,2.4285714285714284,65.0,1
BRC137 ,1,3,13.666666666666666,72.0,4
BRC146 ,0,5,28.6,70.0,3
BRC147 ,0,3,3.6666666666666665,68.0,1
BRC148 ,1,2,1.0,78.0,5
BRC149 ,1,1,1.0,79.0,6
BRC154 ,1,1,2.0,67.0,6
BRC155 ,3,8,31.375,73.0,1
BRC156 ,1,1,1.0,61.0,6
BRC158 ,1,1,3.0,73.0,6
BRC164 ,1,2,2.0,83.0,5
BRC193 ,3,4,154.75,87.0,5
BRC211 ,1,1,3.0,70.0,8
BRC212 ,1,3,7.666666666666667,66.0,4
BRC217 ,3,3,134.0,72.0,6
BRC222 ,1,1,7.0,63.0,3
BRC227 ,1,3,33.0,55.0,6
BRC231 ,1,5,12.6,84.0,4
BRC242 ,1,3,15.0,86.0,6
BRC245 ,1,1,1.0,100.0,8
BRC259 ,0,2,45.0,67.0,5
BRC261 ,0,4,40.75,94.0,5
BRC275 ,1,5,9.2,74.0,4
BRC304 ,1,2,7.5,87.0,6
BRC306 ,0,8,119.625,89.0,1
BRC311 ,1,1,1.0,92.0,7
BRC317 ,3,7,22.857142857142858,53.0,2
BRC351 ,1,1,1.0,85.0,8
BRC366 ,1,4,9.5,71.0,2
BRC385 ,0,5,17.0,73.0,3
BRC399 ,1,3,10.0,79.0,6
BRC460 ,0,7,9.428571428571429,76.0,2
BRC472 ,0,6,94.16666666666667,84.0,3
BRC489 ,1,1,4.0,73.0,6
BRC494 ,1,1,5.0,67.0,8
BRC499 ,0,5,5.8,83.0,1
BRC520 ,1,4,19.5,81.0,5
BRC528 ,1,4,25.5,64.0,5
BRC530 ,1,1,1.0,84.0,8
BRC533 ,1,1,1.0,84.0,6
BRC551 ,1,1,1.0,81.0,8
BRC554 ,1,2,5.0,87.0,6
BRC562 ,0,5,25.8,37.0,3
BRC572 ,4,1,1.0,18.0,7
BRC580 ,4,1,1.0,25.0,8
BRC592 ,4,1,1.0,17.0,7
BRC600 ,4,2,2.5,21.0,4
BRC601 ,4,1,2.0,17.0,6
BRC603 ,4,1,1.0,24.0,6
BRC620 ,4,1,14.0,42.0,4
BRC629 ,4,1,16.0,31.0,3
BRC630 ,0,3,10.666666666666666,77.0,1
BRC633 ,4,1,5.0,27.0,1
BRD001 ,1,4,12.25,77.0,5
BRD011 ,1,1,1.0,87.0,8
BRD016 ,3,4,10.25,78.0,5
BRD023 ,1,3,2.3333333333333335,80.0,6
BRD027 ,3,7,250.57142857142858,71.0,2
BRD033 ,0,4,92.5,97.0,5
BRD036 ,1,2,12.5,79.0,6
BRD044 ,1,2,2.5,79.0,7
BRD045 ,0,6,46.5,87.0,3
BRD059 ,1,1,6.0,82.0,8
BRD065 ,1,2,7.0,79.0,7
BRD069 ,1,3,29.0,61.0,5
BRD070 ,0,6,39.333333333333336,87.0,3
BRD079 ,4,1,1.0,31.0,7
BRD080 ,1,2,16.0,73.0,6
BRD087 ,1,4,23.25,112.0,5
BRD088 ,0,5,11.8,70.0,1
BRD094 ,1,2,1.0,59.0,4
BRD104 ,1,2,15.0,87.0,7
BRD106 ,1,3,17.333333333333332,72.0,3
BRD108 ,1,2,1.0,72.0,7
BRD123 ,1,2,10.0,87.0,2
BRD134 ,1,4,61.25,78.0,5
BRD136 ,0,7,22.0,82.0,2
BRD153 ,0,6,12.166666666666666,81.0,2
BRD155 ,1,2,20.0,95.0,7
BRD163 ,1,4,26.0,89.0,5
BRD177 ,1,1,4.0,87.0,7
BRD180 ,1,2,1.0,89.0,7
BRD201 ,1,1,1.0,77.0,2
BRD213 ,1,1,5.0,76.0,7
BRD216 ,1,1,5.0,97.0,7
BRD242 ,1,4,37.75,87.0,5
BRD254 ,1,1,3.0,78.0,6
BRD259 ,1,1,8.0,61.0,4
BRD272 ,0,4,124.0,76.0,5
BRD300 ,0,7,12.142857142857142,71.0,2
BRD325 ,1,2,1.5,76.0,6
BRD338 ,1,1,7.0,79.0,7
BRD340 ,4,1,1.0,19.0,8
BRD348 ,4,1,1.0,19.0,8
BRD350 ,4,1,1.0,18.0,8
BRD352 ,4,1,1.0,17.0,7
BRD354 ,4,1,3.0,24.0,7
BRD356 ,4,1,2.0,18.0,6
BRD358 ,4,1,1.0,17.0,6
BRF007 ,1,1,1.0,68.0,6
BRF009 ,4,1,1.0,45.0,4
BRF018 ,4,1,2.0,23.0,8
BRF020 ,4,1,1.0,15.0,6
BRF021 ,4,1,2.0,17.0,6
BRF022 ,4,1,1.0,17.0,6
BRG003 ,0,4,25.5,69.0,2
BRG007 ,0,5,10.2,90.0,2
BRG012 ,3,4,80.25,102.0,5
BRG024 ,1,2,30.5,82.0,7
BRG031 ,1,2,8.5,73.0,7
BRG037 ,1,3,26.333333333333332,90.0,6
BRG042 ,1,1,2.0,79.0,7
BRG048 ,4,3,4.0,36.0,2
BRG066 ,1,1,1.0,81.0,6
BRG072 ,1,3,15.666666666666666,83.0,6
BRG138 ,1,1,11.0,97.0,6
BRG165 ,1,2,7.5,57.0,7
BRG176 ,1,3,84.66666666666667,84.0,6
BRG184 ,0,8,51.5,80.0,1
BRG192 ,1,1,1.0,58.0,8
BRG196 ,1,3,10.0,51.0,4
BRG204 ,4,1,3.0,24.0,7
BRG206 ,4,1,1.0,23.0,6
BRG207 ,4,1,1.0,17.0,6
BRG208 ,1,2,1.5,79.0,2
BRG209 ,1,1,2.0,54.0,3
BRG212 ,1,2,5.5,70.0,1
BRJ003 ,4,1,1.0,43.0,6
BRK002 ,1,1,2.0,53.0,2
BRL012 ,0,5,16.0,79.0,3
BRL021 ,3,6,169.0,70.0,3
BRL037 ,0,8,5.75,77.0,1
BRL043 ,0,7,74.71428571428571,80.0,1
BRL055 ,0,8,67.125,87.0,1
BRL057 ,3,6,143.66666666666666,75.0,3
BRL060 ,1,3,63.0,96.0,6
BRL084 ,1,2,3.0,62.0,1
BRL094 ,1,3,15.666666666666666,80.0,5
BRL096 ,0,6,12.333333333333334,86.0,2
BRL101 ,0,5,21.8,67.0,1
BRL106 ,0,7,5.0,70.0,2
BRL109 ,1,4,4.75,65.0,5
BRL110 ,1,1,6.0,91.0,8
BRL113 ,1,2,2.5,87.0,7
BRL115 ,1,3,3.3333333333333335,80.0,1
BRL119 ,1,2,14.5,87.0,6
BRL120 ,3,6,112.5,77.0,3
BRL148 ,0,5,49.8,83.0,4
BRL159 ,1,2,60.0,89.0,7
BRL177 ,0,7,113.0,92.0,2
BRL183 ,1,2,4.0,65.0,6
BRL187 ,3,6,160.33333333333334,73.0,2
BRL190 ,1,4,10.5,75.0,4
BRL192 ,1,1,1.0,79.0,7
BRL193 ,1,2,6.0,73.0,6
BRL201 ,1,2,1.5,65.0,5
BRL204 ,1,4,5.0,60.0,3
BRL207 ,1,1,5.0,88.0,6
BRL215 ,1,4,12.5,62.0,5
BRL217 ,0,4,22.5,61.0,2
BRL221 ,1,2,8.0,77.0,5
BRL231 ,1,2,10.0,83.0,3
BRL240 ,1,2,3.5,90.0,7
BRL244 ,3,4,92.5,90.0,5
BRL252 ,1,1,3.0,89.0,5
BRL256 ,1,2,19.5,89.0,7
BRL260 ,1,1,14.0,76.0,8
BRL261 ,1,1,17.0,81.0,7
BRL269 ,1,4,16.25,83.0,5
BRL287 ,0,4,48.0,90.0,5
BRL288 ,0,8,122.875,82.0,1
BRL289 ,4,4,8.5,31.0,4
BRL293 ,3,4,131.25,87.0,5
BRL310 ,0,6,24.166666666666668,88.0,1
BRL322 ,0,6,49.333333333333336,89.0,2
BRL343 ,1,1,1.0,72.0,6
BRL352 ,1,3,13.0,90.0,6
BRL370 ,0,3,98.33333333333333,91.0,6
BRL413 ,1,1,1.0,66.0,4
BRL424 ,3,8,102.0,77.0,1
BRL427 ,0,4,6.25,88.0,2
BRL428 ,1,2,5.0,85.0,2
BRL431 ,1,1,3.0,88.0,7
BRL443 ,0,5,9.0,78.0,2
BRL448 ,1,5,15.6,69.0,4
BRL451 ,1,3,1.6666666666666667,82.0,6
BRL464 ,1,3,13.0,87.0,6
BRL530 ,1,4,19.0,78.0,5
BRL546 ,0,5,3.6,82.0,3
BRL578 ,1,2,2.0,79.0,3
BRL627 ,1,4,16.0,88.0,3
BRL647 ,0,4,5.0,73.0,5
BRL679 ,0,8,51.625,83.0,1
BRL711 ,1,4,15.0,75.0,5
BRL712 ,0,6,10.333333333333334,79.0,2
BRL724 ,1,3,25.666666666666668,86.0,6
BRL730 ,0,5,13.0,75.0,3
BRL752 ,0,4,34.75,69.0,1
BRL758 ,0,4,13.0,94.0,2
BRL759 ,1,1,20.0,69.0,3
BRL764 ,0,7,31.0,74.0,2
BRL799 ,0,6,82.0,69.0,3
BRL802 ,1,4,10.0,76.0,5
BRL814 ,1,3,31.0,59.0,5
BRL852 ,0,5,3.4,87.0,1
BRL859 ,0,7,38.142857142857146,89.0,1
BRL866 ,1,2,4.0,83.0,5
BRL868 ,0,6,5.833333333333333,77.0,2
BRL870 ,1,2,4.0,63.0,2
BRL874 ,1,4,15.5,46.0,4
BRL896 ,1,2,15.5,58.0,7
BRL897 ,1,1,10.0,75.0,8
BRL903 ,1,1,1.0,83.0,8
BRL904 ,0,5,45.8,71.0,4
BRL906 ,0,5,24.6,67.0,4
BRL909 ,0,3,74.66666666666667,80.0,6
BRL910 ,1,3,6.333333333333333,84.0,5
BRL917 ,1,4,28.5,87.0,5
BRL924 ,4,3,1.6666666666666667,20.0,6
BRL929 ,4,1,1.0,19.0,7
BRL932 ,4,1,4.0,24.0,7
BRL934 ,4,1,1.0,22.0,7
BRL935 ,4,1,1.0,17.0,7
BRL937 ,4,1,1.0,17.0,7
BRL942 ,4,1,2.0,18.0,6
BRL944 ,4,1,1.0,19.0,6
BRL947 ,4,1,1.0,17.0,6
BRL948 ,4,1,1.0,23.0,6
BRL967 ,0,4,5.25,60.0,1
BRL978 ,1,1,1.0,66.0,3
BRL981 ,4,2,10.5,30.0,2
BRL987 ,1,1,1.0,68.0,2
BRL988 ,1,1,1.0,91.0,2
BRL996 ,1,1,1.0,76.0,1
BRL999 ,1,1,1.0,56.0,1
BRM004 ,1,3,11.333333333333334,79.0,5
BRM011 ,1,3,23.0,95.0,5
BRM052 ,4,2,6.5,44.0,5
BRM069 ,1,4,68.0,87.0,5
BRM098 ,1,3,20.333333333333332,78.0,5
BRM100 ,1,3,34.0,74.0,6
BRM101 ,4,1,1.0,19.0,8
BRM103 ,4,1,1.0,19.0,8
BRM107 ,4,1,1.0,23.0,7
BRM108 ,4,1,2.0,14.0,6
BRM109 ,4,1,1.0,25.0,6
BRM110 ,4,1,1.0,17.0,6
BRM114 ,4,1,3.0,47.0,1
BRN029 ,3,6,149.33333333333334,82.0,3
BRN054 ,3,7,60.857142857142854,88.0,2
BRN077 ,0,7,7.0,103.0,1
BRN085 ,1,4,21.0,94.0,5
BRN087 ,1,1,4.0,70.0,6
BRN092 ,1,3,4.0,84.0,6
BRN095 ,1,1,6.0,66.0,8
BRN109 ,0,8,14.5,53.0,1
BRN113 ,1,2,15.0,83.0,5
BRN116 ,3,7,160.71428571428572,87.0,2
BRN121 ,1,3,12.0,77.0,5
BRN125 ,1,4,82.25,97.0,5
BRN128 ,1,2,1.5,80.0,5
BRN132 ,1,2,14.5,76.0,6
BRN138 ,1,4,62.75,95.0,5
BRN150 ,1,1,1.0,91.0,7
BRN178 ,1,1,2.0,86.0,8
BRN192 ,1,4,23.0,90.0,5
BRN197 ,0,6,40.5,82.0,1
BRN202 ,1,2,2.0,63.0,7
BRN204 ,1,3,4.333333333333333,74.0,6
BRN208 ,1,4,7.5,91.0,4
BRN210 ,1,2,4.5,83.0,2
BRN213 ,4,1,5.0,46.0,8
BRN214 ,1,1,10.0,71.0,6
BRN217 ,0,6,37.833333333333336,64.0,3
BRN222 ,1,2,4.0,75.0,7
BRN224 ,0,5,9.4,67.0,2
BRN225 ,0,4,2.0,70.0,1
BRN226 ,1,4,25.75,89.0,5
BRN227 ,0,7,23.571428571428573,89.0,2
BRN232 ,1,4,6.0,85.0,5
BRN235 ,1,1,2.0,62.0,8
BRN237 ,1,1,1.0,83.0,7
BRN238 ,1,1,1.0,71.0,8
BRN239 ,0,4,86.25,91.0,5
BRN240 ,1,1,3.0,82.0,8
BRN243 ,0,6,39.5,94.0,2
BRN244 ,1,1,13.0,74.0,8
BRN248 ,0,6,29.833333333333332,35.0,1
BRN251 ,4,1,1.0,52.0,8
BRN254 ,1,4,46.75,93.0,5
BRN257 ,1,2,2.0,79.0,7
BRN262 ,1,3,11.0,78.0,5
BRN269 ,4,2,18.0,46.0,6
BRN271 ,1,3,19.0,83.0,5
BRN274 ,1,1,6.0,70.0,7
BRN275 ,1,1,1.0,74.0,1
BRN280 ,1,1,2.0,67.0,6
BRN281 ,4,2,15.5,18.0,5
BRN293 ,1,4,22.0,76.0,4
BRN297 ,1,4,2.0,89.0,5
BRN304 ,1,1,6.0,61.0,6
BRN308 ,1,1,3.0,72.0,6
BRN310 ,1,1,39.0,83.0,8
BRN312 ,4,2,3.0,31.0,7
BRN317 ,1,2,2.0,70.0,5
BRN325 ,1,1,1.0,81.0,5
BRN332 ,3,4,71.5,73.0,5
BRN355 ,3,6,113.5,83.0,3
BRN371 ,1,1,2.0,85.0,8
BRN373 ,1,1,5.0,74.0,7
BRN378 ,1,4,28.0,86.0,5
BRN379 ,1,1,15.0,79.0,8
BRN395 ,1,4,15.5,76.0,5
BRN398 ,1,1,1.0,97.0,7
BRN414 ,1,5,8.0,95.0,4
BRN420 ,0,3,40.666666666666664,75.0,5
BRN437 ,1,4,34.5,83.0,5
BRN442 ,1,1,8.0,72.0,5
BRN447 ,1,4,57.25,79.0,5
BRN454 ,1,5,7.4,84.0,4
BRN461 ,0,7,41.285714285714285,68.0,2
BRN466 ,0,5,29.2,64.0,3
BRN467 ,1,1,5.0,87.0,7
BRN478 ,1,3,26.0,84.0,6
BRN532 ,1,3,20.0,81.0,6
BRN569 ,1,1,3.0,84.0,7
BRN581 ,0,6,17.0,72.0,1
BRN604 ,1,4,43.5,77.0,5
BRN605 ,1,1,1.0,76.0,4
BRN619 ,0,8,45.5,84.0,1
BRN626 ,1,3,33.666666666666664,96.0,6
BRN642 ,1,1,1.0,82.0,8
BRN665 ,4,3,28.0,40.0,5
BRN709 ,1,4,27.5,89.0,5
BRN714 ,3,4,69.75,79.0,5
BRN735 ,1,1,31.0,91.0,8
BRN764 ,0,8,39.5,82.0,1
BRN803 ,1,1,1.0,58.0,5
BRN824 ,1,2,18.0,84.0,7
BRN827 ,1,2,4.0,54.0,5
BRN832 ,1,1,2.0,92.0,7
BRN838 ,1,2,21.0,80.0,6
BRN853 ,1,3,14.0,70.0,6
BRN868 ,1,1,1.0,73.0,4
BRN897 ,0,4,2.0,52.0,1
BRN905 ,1,1,5.0,67.0,4
BRN907 ,0,8,100.125,76.0,1
BRN920 ,1,4,52.5,65.0,5
BRN942 ,1,4,20.0,78.0,5
BRN952 ,1,1,1.0,81.0,7
BRN960 ,1,2,6.5,92.0,5
BRN961 ,0,4,18.5,64.0,3
BRN970 ,1,1,1.0,80.0,7
BRN978 ,3,7,147.42857142857142,82.0,2
BRN984 ,0,6,33.166666666666664,79.0,1
BRN991 ,1,3,22.666666666666668,75.0,6
BRN993 ,1,1,16.0,77.0,8
BRN996 ,4,1,1.0,25.0,7
BRP003 ,3,4,202.25,70.0,5
BRP004 ,1,2,40.5,88.0,7
BRP008 ,3,5,108.6,69.0,2
BRP010 ,1,4,16.75,85.0,5
BRP019 ,1,3,6.0,94.0,6
BRP020 ,1,3,15.666666666666666,84.0,6
BRP039 ,4,1,3.0,41.0,7
BRP044 ,1,3,7.0,83.0,5
BRP046 ,1,2,7.5,101.0,7
BRP054 ,0,8,62.125,86.0,1
BRP066 ,1,3,24.333333333333332,89.0,6
BRP071 ,0,3,24.0,59.0,5
BRP111 ,1,1,1.0,78.0,7
BRP121 ,0,8,17.5,36.0,1
BRP128 ,1,3,8.0,82.0,6
BRP130 ,1,2,1.5,77.0,7
BRP131 ,0,6,37.5,75.0,1
BRP134 ,0,6,27.5,81.0,2
BRP135 ,0,7,42.57142857142857,34.0,2
BRP137 ,1,1,1.0,83.0,7
BRP140 ,4,2,4.5,23.0,6
BRP141 ,4,1,1.0,18.0,6
BRP145 ,1,1,1.0,64.0,1
BRR003 ,1,1,24.0,97.0,8
BRR013 ,1,3,78.0,92.0,6
BRR022 ,3,4,113.75,82.0,5
BRR026 ,0,5,15.8,83.0,4
BRR039 ,1,2,3.5,91.0,7
BRR041 ,0,8,44.0,78.0,1
BRR043 ,1,1,1.0,81.0,6
BRR047 ,1,3,65.33333333333333,94.0,6
BRR048 ,3,4,82.5,86.0,5
BRR049 ,1,1,4.0,87.0,7
BRR052 ,1,1,1.0,82.0,8
BRR053 ,1,2,3.0,76.0,6
BRR061 ,1,3,20.666666666666668,91.0,6
BRR069 ,1,2,10.0,90.0,7
BRR070 ,1,3,34.666666666666664,79.0,5
BRR086 ,1,5,13.2,68.0,3
BRR096 ,0,6,23.166666666666668,75.0,2
BRR099 ,1,1,12.0,106.0,8
BRR138 ,1,1,13.0,87.0,8
BRR160 ,1,2,2.5,53.0,6
BRR165 ,1,3,21.0,73.0,5
BRR166 ,0,7,19.571428571428573,85.0,1
BRR168 ,4,1,5.0,25.0,7
BRR173 ,1,1,2.0,64.0,7
BRR175 ,1,1,2.0,79.0,7
BRR176 ,4,1,1.0,50.0,6
BRR179 ,4,2,13.5,47.0,5
BRR186 ,1,1,10.0,55.0,6
BRR190 ,1,2,8.0,82.0,5
BRR192 ,1,2,8.0,88.0,5
BRR193 ,0,5,13.6,56.0,1
BRR197 ,1,2,3.0,68.0,5
BRR198 ,1,2,5.0,86.0,7
BRR200 ,0,4,13.0,76.0,1
